2022-03-02 20:43:41|Key pressed|g
2022-03-02 20:47:25|Key pressed|g
2022-03-02 20:47:35|Key pressed|h
2022-03-02 20:47:35|Key pressed|r
2022-03-02 20:47:36|Key pressed|g
2022-03-02 20:47:36|Key pressed|a
2022-03-02 20:47:37|Key pressed|g
2022-03-02 20:47:41|Key pressed|h
2022-03-02 20:47:41|Key pressed|r
2022-03-02 20:47:42|Key pressed|h
2022-03-02 22:19:44|Key pressed|f
2022-03-02 22:19:45|Key pressed|g
2022-03-02 22:19:47|Key pressed|g
2022-03-02 22:23:19|Key pressed|b
2022-03-02 22:23:20|Key pressed|k
2022-03-02 22:23:20|Key pressed|b
2022-03-02 22:23:21|Key pressed|b
2022-03-02 22:23:21|Key pressed|j
2022-03-02 22:23:22|Key pressed|b
2022-03-02 22:23:22|Key pressed|j
2022-03-02 22:23:25|Key pressed|n
2022-03-02 22:23:25|Key pressed|n
2022-03-02 22:23:26|Key pressed|n
2022-03-02 22:23:26|Key pressed|i
2022-03-02 22:23:27|Key pressed|b
2022-03-02 22:23:27|Key pressed|i
2022-03-02 22:23:28|Key pressed|b
2022-03-02 22:23:28|Key pressed|u
2022-03-02 22:23:29|Key pressed|h
2022-03-02 22:23:29|Key pressed|l
2022-03-02 22:23:30|Key pressed|h
2022-03-02 22:23:30|Key pressed|l
2022-03-02 22:23:31|Key pressed|i
2022-03-02 22:23:31|Key pressed|i
2022-03-02 22:23:32|Key pressed|i
2022-03-02 22:23:32|Key pressed|l
2022-03-02 22:23:33|Key pressed|i
2022-03-02 22:24:17|Key pressed|c
2022-03-02 22:24:18|Key pressed|r
2022-03-02 22:24:18|Key pressed|o
2022-03-02 22:24:19|Key pressed|l
2022-03-02 22:24:19|Key pressed|i
2022-03-02 22:24:20|Key pressed|n
2022-03-02 22:24:20|Key pressed|a
2022-03-02 22:24:21|Key pressed|s
2022-03-02 22:24:23|Key pressed|n
2022-03-02 22:24:23|Key pressed|t
2022-03-02 22:24:24|Key pressed|e
2022-03-02 22:24:24|Key pressed|j
2022-03-02 22:49:39|KeyPressed|g
2022-03-02 22:49:40|KeyPressed|d
2022-03-02 22:49:41|KeyPressed|g
2022-03-02 22:49:41|KeyPressed|d
2022-03-02 22:49:41|KeyPressed|g
2022-03-02 22:49:43|KeyPressed|n
2022-03-02 22:49:43|KeyPressed|c
2022-03-02 22:49:43|KeyPressed|g
2022-03-02 22:49:43|KeyPressed|n
2022-03-02 22:49:43|KeyPressed|v
2022-03-02 22:49:43|KeyPressed|n
2022-03-02 22:50:22|KeyPressed|g
2022-03-02 22:50:23|KeyPressed|g
2022-03-02 22:50:23|KeyPressed|e
2022-03-02 22:50:24|KeyPressed|g
2022-03-02 22:50:25|KeyPressed|c
2022-03-02 22:50:26|KeyPressed|a
2022-03-02 22:50:26|KeyPressed|r
2022-03-02 22:50:26|KeyPressed|o
2022-03-02 22:50:26|KeyPressed|l
2022-03-02 22:50:26|KeyPressed|i
2022-03-02 22:50:27|KeyPressed|n
2022-03-02 22:50:27|KeyPressed|a
2022-03-02 22:51:05|KeyPressed|f
2022-03-02 22:51:59|KeyPressed|h
2022-03-02 22:52:00|KeyPressed|r
2022-03-02 22:52:00|KeyPressed|h
2022-03-02 22:52:00|KeyPressed|r
2022-03-02 22:52:01|KeyPressed|r
2022-03-02 22:52:01|KeyPressed|r
2022-03-02 22:52:02|KeyPressed|r
2022-03-02 22:52:02|KeyPressed|r
2022-03-02 22:52:02|KeyPressed|r
2022-03-02 22:52:02|KeyPressed|r
2022-03-02 22:52:02|KeyPressed|r
2022-03-02 22:52:02|KeyPressed|r
2022-03-02 22:52:02|KeyPressed|r
2022-03-02 22:52:02|KeyPressed|r
2022-03-02 22:52:02|KeyPressed|r
2022-03-02 22:52:02|KeyPressed|r
2022-03-02 22:52:02|KeyPressed|r
2022-03-02 22:52:02|KeyPressed|r
